cell_type,exp_type,exp_trial,cell_donor,virus_date,virus_vol_ul,x_data_type,X,y_data_type,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8
act,timeseries_uninf,1,8A,2014-07-19,0,time_d,2,count_tot,813000,886400,907500,,,,,
act,timeseries_uninf,1,8A,2014-07-19,0,time_d,4,count_tot,978775,1018412.5,1205900,,,,,
act,timeseries_uninf,1,8A,2014-07-19,0,time_d,6,count_tot,830250,971550,995775,,,,,
act,timeseries_uninf,1,8A,2014-07-19,0,time_d,2,count_dead,139411.8772,144418.4737,151351.81,,,,,
act,timeseries_uninf,1,8A,2014-07-19,0,time_d,4,count_dead,372089.1404,427581.7847,517461.0463,,,,,
act,timeseries_uninf,1,8A,2014-07-19,0,time_d,6,count_dead,477311.912,575623.125,587263.0244,,,,,
act,timeseries_uninf,1,8A,2014-07-19,0,time_d,2,frac_inf,4.52E-06,0,4.10E-06,,,,,
act,timeseries_uninf,1,8A,2014-07-19,0,time_d,4,frac_inf,9.01E-06,0,3.59E-06,,,,,
act,timeseries_uninf,1,8A,2014-07-19,0,time_d,6,frac_inf,0,0,0,,,,,
act,timeseries_uninf,1,8A,2014-07-19,0,time_d,2,dead_frac_of_inf,0,,1,,,,,
act,timeseries_uninf,1,8A,2014-07-19,0,time_d,4,dead_frac_of_inf,0,,1,,,,,
act,timeseries_uninf,1,8A,2014-07-19,0,time_d,6,dead_frac_of_inf,,,,,,,,
act,timeseries_uninf,2,8B,2014-07-19,0,time_d,2,count_tot,740450,826100,841600,,,,,
act,timeseries_uninf,2,8B,2014-07-19,0,time_d,4,count_tot,866625,928200,893850,,,,,
act,timeseries_uninf,2,8B,2014-07-19,0,time_d,6,count_tot,909500,881550,810300,,,,,
act,timeseries_uninf,2,8B,2014-07-19,0,time_d,2,count_dead,139085.3378,160588.8191,165377.8468,,,,,
act,timeseries_uninf,2,8B,2014-07-19,0,time_d,4,count_dead,374972.1469,437162.9977,400726.8769,,,,,
act,timeseries_uninf,2,8B,2014-07-19,0,time_d,6,count_dead,628498.314,608427.4372,554017.9904,,,,,
act,timeseries_uninf,2,8B,2014-07-19,0,time_d,2,frac_inf,1.51E-05,2.35E-05,1.67E-05,,,,,
act,timeseries_uninf,2,8B,2014-07-19,0,time_d,4,frac_inf,2.07E-05,7.25E-06,1.49E-05,,,,,
act,timeseries_uninf,2,8B,2014-07-19,0,time_d,6,frac_inf,2.15E-05,2.25E-05,3.63E-06,,,,,
act,timeseries_uninf,2,8B,2014-07-19,0,time_d,2,dead_frac_of_inf,0.5,0.571428571,0.6,,,,,
act,timeseries_uninf,2,8B,2014-07-19,0,time_d,4,dead_frac_of_inf,0.4,0,0.75,,,,,
act,timeseries_uninf,2,8B,2014-07-19,0,time_d,6,dead_frac_of_inf,0.6,0.8,0,,,,,
act,timeseries_uninf,3,43B,2015-07-15,0,time_d,2,count_tot,1438500,1246200,1355725,,,,,
act,timeseries_uninf,3,43B,2015-07-15,0,time_d,4,count_tot,2295550,2650450,2404500,,,,,
act,timeseries_uninf,3,43B,2015-07-15,0,time_d,6,count_tot,1801250,1858450,1736500,,,,,
act,timeseries_uninf,3,43B,2015-07-15,0,time_d,2,count_dead,69738.63404,62944.93407,71147.24555,,,,,
act,timeseries_uninf,3,43B,2015-07-15,0,time_d,4,count_dead,204572.7032,251404.4164,263205.3935,,,,,
act,timeseries_uninf,3,43B,2015-07-15,0,time_d,6,count_dead,531717.7898,602424.2409,541915.127,,,,,
act,timeseries_uninf,3,43B,2015-07-15,0,time_d,2,frac_inf,1.83E-05,6.11E-06,0,,,,,
act,timeseries_uninf,3,43B,2015-07-15,0,time_d,4,frac_inf,9.16E-06,3.04E-06,2.99E-06,,,,,
act,timeseries_uninf,3,43B,2015-07-15,0,time_d,6,frac_inf,0,0,0,,,,,
act,timeseries_uninf,3,43B,2015-07-15,0,time_d,2,dead_frac_of_inf,0.166666667,0.5,,,,,,
act,timeseries_uninf,3,43B,2015-07-15,0,time_d,4,dead_frac_of_inf,0.333333333,1,0,,,,,
act,timeseries_uninf,3,43B,2015-07-15,0,time_d,6,dead_frac_of_inf,,,,,,,,
act,timeseries_inf,1,8A,2014-07-19,20,time_d,2,count_tot,560250,576000,516750,,,,,
act,timeseries_inf,1,8A,2014-07-19,20,time_d,4,count_tot,741487.5,727425,745250,,,,,
act,timeseries_inf,1,8A,2014-07-19,20,time_d,6,count_tot,872200,776625,934825,,,,,
act,timeseries_inf,1,8A,2014-07-19,20,time_d,2,count_dead,105073.8009,99467.18756,93942.83252,,,,,
act,timeseries_inf,1,8A,2014-07-19,20,time_d,4,count_dead,350805.8054,356850,374255.698,,,,,
act,timeseries_inf,1,8A,2014-07-19,20,time_d,6,count_dead,581255.713,538616.4692,633651.3753,,,,,
act,timeseries_inf,1,8A,2014-07-19,20,time_d,2,frac_inf,0.021437503,0.02436664,0.020981826,,,,,
act,timeseries_inf,1,8A,2014-07-19,20,time_d,4,frac_inf,0.047410917,0.046350786,0.042766988,,,,,
act,timeseries_inf,1,8A,2014-07-19,20,time_d,6,frac_inf,0.039850528,0.039881213,0.041174303,,,,,
act,timeseries_inf,1,8A,2014-07-19,20,time_d,2,dead_frac_of_inf,0.153462258,0.15545809,0.15525704,,,,,
act,timeseries_inf,1,8A,2014-07-19,20,time_d,4,dead_frac_of_inf,0.382282348,0.379105188,0.395256917,,,,,
act,timeseries_inf,1,8A,2014-07-19,20,time_d,6,dead_frac_of_inf,0.571985954,0.59494311,0.573372563,,,,,
act,timeseries_inf,2,8B,2014-07-19,20,time_d,2,count_tot,789275,877700,767075,,,,,
act,timeseries_inf,2,8B,2014-07-19,20,time_d,4,count_tot,915062,781500,808500,,,,,
act,timeseries_inf,2,8B,2014-07-19,20,time_d,6,count_tot,696712,751675,780975,,,,,
act,timeseries_inf,2,8B,2014-07-19,20,time_d,2,count_dead,163253.8418,169192.8898,154284.1483,,,,,
act,timeseries_inf,2,8B,2014-07-19,20,time_d,4,count_dead,426137.9096,377901.0783,417457.6314,,,,,
act,timeseries_inf,2,8B,2014-07-19,20,time_d,6,count_dead,526575.9948,558554.4089,563028.0407,,,,,
act,timeseries_inf,2,8B,2014-07-19,20,time_d,2,frac_inf,0.026224012,0.028044368,0.027697597,,,,,
act,timeseries_inf,2,8B,2014-07-19,20,time_d,4,frac_inf,0.052203326,0.048096945,0.053949848,,,,,
act,timeseries_inf,2,8B,2014-07-19,20,time_d,6,frac_inf,0.052886437,0.04903576,0.05366042,,,,,
act,timeseries_inf,2,8B,2014-07-19,20,time_d,2,dead_frac_of_inf,0.162590328,0.149864813,0.146483663,,,,,
act,timeseries_inf,2,8B,2014-07-19,20,time_d,4,dead_frac_of_inf,0.372916153,0.387444082,0.406223782,,,,,
act,timeseries_inf,2,8B,2014-07-19,20,time_d,6,dead_frac_of_inf,0.647442373,0.647537949,0.601025955,,,,,
act,timeseries_inf,3,43B,2015-07-15,50,time_d,2,count_tot,1080350,1159312.5,1040625,,,,,
act,timeseries_inf,3,43B,2015-07-15,50,time_d,4,count_tot,1951125,1902875,1924650,,,,,
act,timeseries_inf,3,43B,2015-07-15,50,time_d,6,count_tot,999000,910200,812500,,,,,
act,timeseries_inf,3,43B,2015-07-15,50,time_d,2,count_dead,69783.3899,73351.76829,63514.87147,,,,,
act,timeseries_inf,3,43B,2015-07-15,50,time_d,4,count_dead,241662.1536,254819.2241,212134.5404,,,,,
act,timeseries_inf,3,43B,2015-07-15,50,time_d,6,count_dead,464761.4487,420161.5898,407439.6352,,,,,
act,timeseries_inf,3,43B,2015-07-15,50,time_d,2,frac_inf,0.098196179,0.101501445,0.097869843,,,,,
act,timeseries_inf,3,43B,2015-07-15,50,time_d,4,frac_inf,0.068625894,0.06903535,0.06283188,,,,,
act,timeseries_inf,3,43B,2015-07-15,50,time_d,6,frac_inf,0.071544084,0.075973723,0.076753147,,,,,
act,timeseries_inf,3,43B,2015-07-15,50,time_d,2,dead_frac_of_inf,0.161432471,0.155722952,0.149668148,,,,,
act,timeseries_inf,3,43B,2015-07-15,50,time_d,4,dead_frac_of_inf,0.442086763,0.44832673,0.398917482,,,,,
act,timeseries_inf,3,43B,2015-07-15,50,time_d,6,dead_frac_of_inf,0.669178202,0.640376266,0.661311914,,,,,
act,virus_decay,1,38A,2015-06-22,10,t_incub_d,0,count_tot,523875,557500,547225,,,,,
act,virus_decay,1,38A,2015-06-22,10,t_incub_d,1,count_tot,561000,590400,566575,,,,,
act,virus_decay,1,38A,2015-06-22,10,t_incub_d,2,count_tot,609375,612775,596875,,,,,
act,virus_decay,1,38A,2015-06-22,10,t_incub_d,3,count_tot,612312,596800,595213,,,,,
act,virus_decay,1,38A,2015-06-22,10,t_incub_d,4,count_tot,655750,638900,634250,,,,,
act,virus_decay,1,38A,2015-06-22,10,t_incub_d,0,count_dead,227643.5705,240777.3126,223921.7031,,,,,
act,virus_decay,1,38A,2015-06-22,10,t_incub_d,1,count_dead,236846.2232,256112.4579,245547.0496,,,,,
act,virus_decay,1,38A,2015-06-22,10,t_incub_d,2,count_dead,263644.8422,256097.0379,257968.449,,,,,
act,virus_decay,1,38A,2015-06-22,10,t_incub_d,3,count_dead,265021.9796,253611.8071,253546.6967,,,,,
act,virus_decay,1,38A,2015-06-22,10,t_incub_d,4,count_dead,288253.7756,278313.9707,273237.3422,,,,,
act,virus_decay,1,38A,2015-06-22,10,t_incub_d,0,frac_inf,0.0144696,0.020462146,0.019848186,,,,,
act,virus_decay,1,38A,2015-06-22,10,t_incub_d,1,frac_inf,0.014970434,0.017760099,0.016799399,,,,,
act,virus_decay,1,38A,2015-06-22,10,t_incub_d,2,frac_inf,0.003259337,0.004566713,0.004440627,,,,,
act,virus_decay,1,38A,2015-06-22,10,t_incub_d,3,frac_inf,0.000247279,0.00041273,0.000368881,,,,,
act,virus_decay,1,38A,2015-06-22,10,t_incub_d,4,frac_inf,4.89E-05,0.000102412,0.000240771,,,,,
act,virus_decay,1,38A,2015-06-22,10,t_incub_d,0,dead_frac_of_inf,0.329140461,0.323912509,0.325046284,,,,,
act,virus_decay,1,38A,2015-06-22,10,t_incub_d,1,dead_frac_of_inf,0.306855277,0.32460733,0.309123435,,,,,
act,virus_decay,1,38A,2015-06-22,10,t_incub_d,2,dead_frac_of_inf,0.289922481,0.297487437,0.313012896,,,,,
act,virus_decay,1,38A,2015-06-22,10,t_incub_d,3,dead_frac_of_inf,0.3,0.34939759,0.317073171,,,,,
act,virus_decay,1,38A,2015-06-22,10,t_incub_d,4,dead_frac_of_inf,0.363636364,0.434782609,0.269230769,,,,,
act,virus_decay,2,32A,2015-06-22,10,t_incub_d,0,count_tot,942000,1057238,1038275,,,,,
act,virus_decay,2,32A,2015-06-22,10,t_incub_d,1,count_tot,1079925,1085875,927000,,,,,
act,virus_decay,2,32A,2015-06-22,10,t_incub_d,2,count_tot,1113000,1108663,1008525,,,,,
act,virus_decay,2,32A,2015-06-22,10,t_incub_d,3,count_tot,1137000,1147500,1072488,,,,,
act,virus_decay,2,32A,2015-06-22,10,t_incub_d,4,count_tot,1166625,1137225,1026600,,,,,
act,virus_decay,2,32A,2015-06-22,10,t_incub_d,0,count_dead,509783.1259,551637.7447,469270.0356,,,,,
act,virus_decay,2,32A,2015-06-22,10,t_incub_d,1,count_dead,597456.9346,579370.9613,499905.4598,,,,,
act,virus_decay,2,32A,2015-06-22,10,t_incub_d,2,count_dead,611835.1663,594009.8018,523253.6999,,,,,
act,virus_decay,2,32A,2015-06-22,10,t_incub_d,3,count_dead,584527.3632,567379.2019,593465.1585,,,,,
act,virus_decay,2,32A,2015-06-22,10,t_incub_d,4,count_dead,607913.0463,615913.936,535705.2677,,,,,
act,virus_decay,2,32A,2015-06-22,10,t_incub_d,0,frac_inf,0.024988474,0.032166691,0.032019432,,,,,
act,virus_decay,2,32A,2015-06-22,10,t_incub_d,1,frac_inf,0.019813101,0.019273154,0.021265776,,,,,
act,virus_decay,2,32A,2015-06-22,10,t_incub_d,2,frac_inf,0.00253451,0.002568053,0.00341938,,,,,
act,virus_decay,2,32A,2015-06-22,10,t_incub_d,3,frac_inf,0.001316945,0.000659129,0.00116571,,,,,
act,virus_decay,2,32A,2015-06-22,10,t_incub_d,4,frac_inf,4.79E-05,0,9.60E-05,,,,,
act,virus_decay,2,32A,2015-06-22,10,t_incub_d,0,dead_frac_of_inf,0.429889299,0.462686567,0.468965517,,,,,
act,virus_decay,2,32A,2015-06-22,10,t_incub_d,1,dead_frac_of_inf,0.535147392,0.496350365,0.502173913,,,,,
act,virus_decay,2,32A,2015-06-22,10,t_incub_d,2,dead_frac_of_inf,0.482142857,0.581818182,0.507042254,,,,,
act,virus_decay,2,32A,2015-06-22,10,t_incub_d,3,dead_frac_of_inf,0.444444444,0.307692308,0.461538462,,,,,
act,virus_decay,2,32A,2015-06-22,10,t_incub_d,4,dead_frac_of_inf,1,,0,,,,,
act,virus_dilution,1,36A,2015-06-01,NA,v_innoc,1.25,frac_live,0.927340824,0.943134272,,,,,,
act,virus_dilution,1,36A,2015-06-01,NA,v_innoc,2.5,frac_live,0.945853194,0.921912946,,,,,,
act,virus_dilution,1,36A,2015-06-01,NA,v_innoc,5,frac_live,0.945992366,0.942059271,,,,,,
act,virus_dilution,1,36A,2015-06-01,NA,v_innoc,10,frac_live,0.93570348,0.934655335,,,,,,
act,virus_dilution,1,36A,2015-06-01,NA,v_innoc,20,frac_live,0.928598201,0.924680691,,,,,,
act,virus_dilution,1,36A,2015-06-01,NA,v_innoc,40,frac_live,0.889513788,0.92635514,,,,,,
act,virus_dilution,1,36A,2015-06-01,NA,v_innoc,1.25,frac_inf,0.001310861,0.003042982,,,,,,
act,virus_dilution,1,36A,2015-06-01,NA,v_innoc,2.5,frac_inf,0.002287893,0.001868111,,,,,,
act,virus_dilution,1,36A,2015-06-01,NA,v_innoc,5,frac_inf,0.004580153,0.009118541,,,,,,
act,virus_dilution,1,36A,2015-06-01,NA,v_innoc,10,frac_inf,0.013615734,0.010009443,,,,,,
act,virus_dilution,1,36A,2015-06-01,NA,v_innoc,20,frac_inf,0.020614693,0.021036814,,,,,,
act,virus_dilution,1,36A,2015-06-01,NA,v_innoc,40,frac_inf,0.039912917,0.030280374,,,,,,
act,virus_dilution,1,36A,2015-06-01,NA,v_innoc,1.25,dead_frac_of_inf,0.285714286,0.4375,,,,,,
act,virus_dilution,1,36A,2015-06-01,NA,v_innoc,2.5,dead_frac_of_inf,0.25,0.4,,,,,,
act,virus_dilution,1,36A,2015-06-01,NA,v_innoc,5,dead_frac_of_inf,0.541666667,0.479166667,,,,,,
act,virus_dilution,1,36A,2015-06-01,NA,v_innoc,10,dead_frac_of_inf,0.541666667,0.490566038,,,,,,
act,virus_dilution,1,36A,2015-06-01,NA,v_innoc,20,dead_frac_of_inf,0.581818182,0.589285714,,,,,,
act,virus_dilution,1,36A,2015-06-01,NA,v_innoc,40,dead_frac_of_inf,0.477272727,0.512345679,,,,,,
act,virus_dilution,2,40A,2015-06-01,NA,v_innoc,1.25,frac_live,0.99401556,0.991855383,0.994028068,,,,,
act,virus_dilution,2,40A,2015-06-01,NA,v_innoc,2.5,frac_live,0.989792885,0.988600317,0.990649557,,,,,
act,virus_dilution,2,40A,2015-06-01,NA,v_innoc,5,frac_live,0.979287327,0.988096419,0.983440118,,,,,
act,virus_dilution,2,40A,2015-06-01,NA,v_innoc,10,frac_live,0.965483902,0.955612829,0.966789311,,,,,
act,virus_dilution,2,40A,2015-06-01,NA,v_innoc,20,frac_live,0.946594574,0.95699442,0.959630022,,,,,
act,virus_dilution,2,40A,2015-06-01,NA,v_innoc,40,frac_live,0.927828418,0.928237469,0.924744064,,,,,
act,virus_dilution,2,40A,2015-06-01,NA,v_innoc,1.25,frac_inf,0.326550967,0.36223679,0.329252513,,,,,
act,virus_dilution,2,40A,2015-06-01,NA,v_innoc,2.5,frac_inf,0.339312258,0.335646312,0.33393017,,,,,
act,virus_dilution,2,40A,2015-06-01,NA,v_innoc,5,frac_inf,0.359870423,0.338656879,0.345293248,,,,,
act,virus_dilution,2,40A,2015-06-01,NA,v_innoc,10,frac_inf,0.397273518,0.394425353,0.395333075,,,,,
act,virus_dilution,2,40A,2015-06-01,NA,v_innoc,20,frac_inf,0.458072472,0.440831249,0.44802004,,,,,
act,virus_dilution,2,40A,2015-06-01,NA,v_innoc,40,frac_inf,0.532546917,0.529846689,0.586146809,,,,,
act,virus_dilution,2,40A,2015-06-01,NA,v_innoc,1.25,dead_frac_of_inf,0.016799023,0.02029065,0.019951632,,,,,
act,virus_dilution,2,40A,2015-06-01,NA,v_innoc,2.5,dead_frac_of_inf,0.034170561,0.033668045,0.030980042,,,,,
act,virus_dilution,2,40A,2015-06-01,NA,v_innoc,5,dead_frac_of_inf,0.046099291,0.040128881,0.051669997,,,,,
act,virus_dilution,2,40A,2015-06-01,NA,v_innoc,10,dead_frac_of_inf,0.086395717,0.088334947,0.083027186,,,,,
act,virus_dilution,2,40A,2015-06-01,NA,v_innoc,20,dead_frac_of_inf,0.130875958,0.125054561,0.12688172,,,,,
act,virus_dilution,2,40A,2015-06-01,NA,v_innoc,40,dead_frac_of_inf,0.169351591,0.177508722,0.171869194,,,,,
act,drugstopping_efav,1,UNK1,UNK,50,t_innoc_d,0,frac_live,0.664699712,0.659267913,,,,,,
act,drugstopping_efav,1,UNK1,UNK,50,t_innoc_d,0.5,frac_live,0.71507275,0.677445324,,,,,,
act,drugstopping_efav,1,UNK1,UNK,50,t_innoc_d,1,frac_live,0.669803818,0.674903165,,,,,,
act,drugstopping_efav,1,UNK1,UNK,50,t_innoc_d,2,frac_live,0.691444216,0.662604822,,,,,,
act,drugstopping_efav,1,UNK1,UNK,50,t_innoc_d,3,frac_live,0.652749229,0.691005869,,,,,,
act,drugstopping_efav,1,UNK1,UNK,50,t_innoc_d,4,frac_live,0.659235256,0.636022514,,,,,,
act,drugstopping_efav,1,UNK1,UNK,50,t_innoc_d,6,frac_live,0.649358974,0.618301933,,,,,,
act,drugstopping_efav,1,UNK1,UNK,50,t_innoc_d,0,frac_inf,0,0,,,,,,
act,drugstopping_efav,1,UNK1,UNK,50,t_innoc_d,0.5,frac_inf,0.013843763,0.013685764,,,,,,
act,drugstopping_efav,1,UNK1,UNK,50,t_innoc_d,1,frac_inf,0.048913043,0.043675705,,,,,,
act,drugstopping_efav,1,UNK1,UNK,50,t_innoc_d,2,frac_inf,0.064065708,0.063286164,,,,,,
act,drugstopping_efav,1,UNK1,UNK,50,t_innoc_d,3,frac_inf,0.08491778,0.08066057,,,,,,
act,drugstopping_efav,1,UNK1,UNK,50,t_innoc_d,4,frac_inf,0.083992223,0.094308943,,,,,,
act,drugstopping_efav,1,UNK1,UNK,50,t_innoc_d,6,frac_inf,0.096410256,0.092977734,,,,,,
act,drugstopping_efav,1,UNK1,UNK,50,t_innoc_d,0,dead_frac_of_inf,,,,,,,,
act,drugstopping_efav,1,UNK1,UNK,50,t_innoc_d,0.5,dead_frac_of_inf,0.816326531,0.852941176,,,,,,
act,drugstopping_efav,1,UNK1,UNK,50,t_innoc_d,1,dead_frac_of_inf,0.821138211,0.788990826,,,,,,
act,drugstopping_efav,1,UNK1,UNK,50,t_innoc_d,2,dead_frac_of_inf,0.797008547,0.795031056,,,,,,
act,drugstopping_efav,1,UNK1,UNK,50,t_innoc_d,3,dead_frac_of_inf,0.750378215,0.708967851,,,,,,
act,drugstopping_efav,1,UNK1,UNK,50,t_innoc_d,4,dead_frac_of_inf,0.711419753,0.713527851,,,,,,
act,drugstopping_efav,1,UNK1,UNK,50,t_innoc_d,6,dead_frac_of_inf,0.722074468,0.738157895,,,,,,
act,drugstopping_efav,2,UNK2,UNK,50,t_innoc_d,0,frac_live,0.501061357,0.519007226,,,,,,
act,drugstopping_efav,2,UNK2,UNK,50,t_innoc_d,0.5,frac_live,0.503041979,0.513653289,,,,,,
act,drugstopping_efav,2,UNK2,UNK,50,t_innoc_d,1,frac_live,0.511824848,0.507720626,,,,,,
act,drugstopping_efav,2,UNK2,UNK,50,t_innoc_d,2,frac_live,0.471452959,0.478560341,,,,,,
act,drugstopping_efav,2,UNK2,UNK,50,t_innoc_d,3,frac_live,0.497542381,0.464946035,,,,,,
act,drugstopping_efav,2,UNK2,UNK,50,t_innoc_d,4,frac_live,0.475210567,0.481736934,,,,,,
act,drugstopping_efav,2,UNK2,UNK,50,t_innoc_d,6,frac_live,0.471719672,0.47589783,,,,,,
act,drugstopping_efav,2,UNK2,UNK,50,t_innoc_d,0,frac_inf,0,0,,,,,,
act,drugstopping_efav,2,UNK2,UNK,50,t_innoc_d,0.5,frac_inf,0.010139931,0.010653703,,,,,,
act,drugstopping_efav,2,UNK2,UNK,50,t_innoc_d,1,frac_inf,0.021377672,0.025564986,,,,,,
act,drugstopping_efav,2,UNK2,UNK,50,t_innoc_d,2,frac_inf,0.041445372,0.046565774,,,,,,
act,drugstopping_efav,2,UNK2,UNK,50,t_innoc_d,3,frac_inf,0.059885646,0.05452839,,,,,,
act,drugstopping_efav,2,UNK2,UNK,50,t_innoc_d,4,frac_inf,0.059245789,0.060326404,,,,,,
act,drugstopping_efav,2,UNK2,UNK,50,t_innoc_d,6,frac_inf,0.053513616,0.048780488,,,,,,
act,drugstopping_efav,2,UNK2,UNK,50,t_innoc_d,0,dead_frac_of_inf,,,,,,,,
act,drugstopping_efav,2,UNK2,UNK,50,t_innoc_d,0.5,dead_frac_of_inf,0.81,0.766990291,,,,,,
act,drugstopping_efav,2,UNK2,UNK,50,t_innoc_d,1,dead_frac_of_inf,0.830917874,0.74,,,,,,
act,drugstopping_efav,2,UNK2,UNK,50,t_innoc_d,2,dead_frac_of_inf,0.723112128,0.697916667,,,,,,
act,drugstopping_efav,2,UNK2,UNK,50,t_innoc_d,3,dead_frac_of_inf,0.658291457,0.678141136,,,,,,
act,drugstopping_efav,2,UNK2,UNK,50,t_innoc_d,4,dead_frac_of_inf,0.662358643,0.711755233,,,,,,
act,drugstopping_efav,2,UNK2,UNK,50,t_innoc_d,6,dead_frac_of_inf,0.685053381,0.687007874,,,,,,
act,drugstopping_efav,3,UNK3,UNK,50,t_innoc_d,0,frac_live,0.321895324,0.326036505,,,,,,
act,drugstopping_efav,3,UNK3,UNK,50,t_innoc_d,0.5,frac_live,0.384126515,0.296285843,,,,,,
act,drugstopping_efav,3,UNK3,UNK,50,t_innoc_d,1,frac_live,0.293433037,0.306026916,,,,,,
act,drugstopping_efav,3,UNK3,UNK,50,t_innoc_d,2,frac_live,0.361053361,0.353420964,,,,,,
act,drugstopping_efav,3,UNK3,UNK,50,t_innoc_d,3,frac_live,0.349256121,0.310772334,,,,,,
act,drugstopping_efav,3,UNK3,UNK,50,t_innoc_d,4,frac_live,0.29804165,0.31118632,,,,,,
act,drugstopping_efav,3,UNK3,UNK,50,t_innoc_d,6,frac_live,0.339140008,0.369809993,,,,,,
act,drugstopping_efav,3,UNK3,UNK,50,t_innoc_d,0,frac_inf,0,6.27E-05,,,,,,
act,drugstopping_efav,3,UNK3,UNK,50,t_innoc_d,0.5,frac_inf,0.008498374,0.009878076,,,,,,
act,drugstopping_efav,3,UNK3,UNK,50,t_innoc_d,1,frac_inf,0.033959294,0.037507314,,,,,,
act,drugstopping_efav,3,UNK3,UNK,50,t_innoc_d,2,frac_inf,0.051420651,0.063363667,,,,,,
act,drugstopping_efav,3,UNK3,UNK,50,t_innoc_d,3,frac_inf,0.058576289,0.060327441,,,,,,
act,drugstopping_efav,3,UNK3,UNK,50,t_innoc_d,4,frac_inf,0.068231842,0.065431659,,,,,,
act,drugstopping_efav,3,UNK3,UNK,50,t_innoc_d,6,frac_inf,0.06061391,0.055805771,,,,,,
act,drugstopping_efav,3,UNK3,UNK,50,t_innoc_d,0,dead_frac_of_inf,,1,,,,,,
act,drugstopping_efav,3,UNK3,UNK,50,t_innoc_d,0.5,dead_frac_of_inf,0.852173913,0.937142857,,,,,,
act,drugstopping_efav,3,UNK3,UNK,50,t_innoc_d,1,dead_frac_of_inf,0.943708609,0.946957878,,,,,,
act,drugstopping_efav,3,UNK3,UNK,50,t_innoc_d,2,dead_frac_of_inf,0.893530997,0.860638298,,,,,,
act,drugstopping_efav,3,UNK3,UNK,50,t_innoc_d,3,dead_frac_of_inf,0.87357631,0.909537856,,,,,,
act,drugstopping_efav,3,UNK3,UNK,50,t_innoc_d,4,dead_frac_of_inf,0.900744417,0.86569873,,,,,,
act,drugstopping_efav,3,UNK3,UNK,50,t_innoc_d,6,dead_frac_of_inf,0.860042735,0.860025221,,,,,,
act,drugstopping_ralt,1,UNK4,UNK,50,t_innoc_d,0,frac_live,0.186183465,0.151563632,,,,,,
act,drugstopping_ralt,1,UNK4,UNK,50,t_innoc_d,1,frac_live,0.190299496,0.166477349,,,,,,
act,drugstopping_ralt,1,UNK4,UNK,50,t_innoc_d,2,frac_live,0.161597325,0.1757979,,,,,,
act,drugstopping_ralt,1,UNK4,UNK,50,t_innoc_d,3,frac_live,0.148766003,0.148019947,,,,,,
act,drugstopping_ralt,1,UNK4,UNK,50,t_innoc_d,4,frac_live,0.169248985,0.170734201,,,,,,
act,drugstopping_ralt,1,UNK4,UNK,50,t_innoc_d,5,frac_live,0.15611293,0.16214994,,,,,,
act,drugstopping_ralt,1,UNK4,UNK,50,t_innoc_d,6,frac_live,0.1692,0.187558274,,,,,,
act,drugstopping_ralt,1,UNK4,UNK,50,t_innoc_d,0,frac_inf,0.000604002,0.000633905,,,,,,
act,drugstopping_ralt,1,UNK4,UNK,50,t_innoc_d,1,frac_inf,0.159403279,0.18421756,,,,,,
act,drugstopping_ralt,1,UNK4,UNK,50,t_innoc_d,2,frac_inf,0.204424153,0.244169526,,,,,,
act,drugstopping_ralt,1,UNK4,UNK,50,t_innoc_d,3,frac_inf,0.283058283,0.273100616,,,,,,
act,drugstopping_ralt,1,UNK4,UNK,50,t_innoc_d,4,frac_inf,0.247936401,0.261503852,,,,,,
act,drugstopping_ralt,1,UNK4,UNK,50,t_innoc_d,5,frac_inf,0.264378823,0.266998288,,,,,,
act,drugstopping_ralt,1,UNK4,UNK,50,t_innoc_d,6,frac_inf,0.276033333,0.251407899,,,,,,
act,drugstopping_ralt,1,UNK4,UNK,50,t_innoc_d,0,dead_frac_of_inf,0.625,0.666666667,,,,,,
act,drugstopping_ralt,1,UNK4,UNK,50,t_innoc_d,1,dead_frac_of_inf,0.797624703,0.833333333,,,,,,
act,drugstopping_ralt,1,UNK4,UNK,50,t_innoc_d,2,dead_frac_of_inf,0.833280906,0.806273063,,,,,,
act,drugstopping_ralt,1,UNK4,UNK,50,t_innoc_d,3,dead_frac_of_inf,0.843015287,0.83254565,,,,,,
act,drugstopping_ralt,1,UNK4,UNK,50,t_innoc_d,4,dead_frac_of_inf,0.797926047,0.804353493,,,,,,
act,drugstopping_ralt,1,UNK4,UNK,50,t_innoc_d,5,dead_frac_of_inf,0.795653698,0.789499153,,,,,,
act,drugstopping_ralt,1,UNK4,UNK,50,t_innoc_d,6,dead_frac_of_inf,0.796280642,0.751817238,,,,,,
act,drugstopping_ralt,2,UNK5,UNK,50,t_innoc_d,0,frac_live,0.299241097,0.289108023,,,,,,
act,drugstopping_ralt,2,UNK5,UNK,50,t_innoc_d,1,frac_live,0.302051403,0.318043194,,,,,,
act,drugstopping_ralt,2,UNK5,UNK,50,t_innoc_d,2,frac_live,0.27213445,0.338747863,,,,,,
act,drugstopping_ralt,2,UNK5,UNK,50,t_innoc_d,3,frac_live,0.274668083,0.307993259,,,,,,
act,drugstopping_ralt,2,UNK5,UNK,50,t_innoc_d,4,frac_live,0.302769194,0.262545306,,,,,,
act,drugstopping_ralt,2,UNK5,UNK,50,t_innoc_d,5,frac_live,0.312169312,0.294916233,,,,,,
