cell_type,exp_type,exp_trial,cell_donor,virus_date,virus_vol_ul,x_data_type,X,y_data_type,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8
rest,drugstopping_efav,1,UNK6,UNK,50,t_innoc_d,0.5,frac_live,0.605994418,0.599735799,,,,,,
rest,drugstopping_efav,1,UNK6,UNK,50,t_innoc_d,1,frac_live,0.586178576,0.578575565,,,,,,
rest,drugstopping_efav,1,UNK6,UNK,50,t_innoc_d,2,frac_live,0.568471338,0.570467503,,,,,,
rest,drugstopping_efav,1,UNK6,UNK,50,t_innoc_d,3,frac_live,0.579160872,0.543031226,,,,,,
rest,drugstopping_efav,1,UNK6,UNK,50,t_innoc_d,4,frac_live,0.583917719,0.558889386,,,,,,
rest,drugstopping_efav,1,UNK6,UNK,50,t_innoc_d,6,frac_live,0.580802792,0.55716676,,,,,,
rest,drugstopping_efav,1,UNK6,UNK,50,t_innoc_d,0,frac_inf,0,0,,,,,,
rest,drugstopping_efav,1,UNK6,UNK,50,t_innoc_d,0.5,frac_inf,0,0,,,,,,
rest,drugstopping_efav,1,UNK6,UNK,50,t_innoc_d,1,frac_inf,0.00011733,0.000231616,,,,,,
rest,drugstopping_efav,1,UNK6,UNK,50,t_innoc_d,2,frac_inf,0.004208371,0.003306727,,,,,,
rest,drugstopping_efav,1,UNK6,UNK,50,t_innoc_d,3,frac_inf,0.016342142,0.017952345,,,,,,
rest,drugstopping_efav,1,UNK6,UNK,50,t_innoc_d,4,frac_inf,0.017765311,0.016793551,,,,,,
rest,drugstopping_efav,1,UNK6,UNK,50,t_innoc_d,6,frac_inf,0.019662595,0.019074177,,,,,,
rest,drugstopping_efav,1,UNK6,UNK,50,t_innoc_d,0,dead_frac_of_inf,,,,,,,,
rest,drugstopping_efav,1,UNK6,UNK,50,t_innoc_d,0.5,dead_frac_of_inf,,,,,,,,
rest,drugstopping_efav,1,UNK6,UNK,50,t_innoc_d,1,dead_frac_of_inf,0,0.5,,,,,,
rest,drugstopping_efav,1,UNK6,UNK,50,t_innoc_d,2,dead_frac_of_inf,0.675675676,0.517241379,,,,,,
rest,drugstopping_efav,1,UNK6,UNK,50,t_innoc_d,3,dead_frac_of_inf,0.496453901,0.472727273,,,,,,
rest,drugstopping_efav,1,UNK6,UNK,50,t_innoc_d,4,dead_frac_of_inf,0.480263158,0.526666667,,,,,,
rest,drugstopping_efav,1,UNK6,UNK,50,t_innoc_d,6,dead_frac_of_inf,0.49112426,0.50877193,,,,,,
rest,drugstopping_efav,2,UNK7,UNK,50,t_innoc_d,0,frac_live,0.763861311,0.754108247,,,,,,
rest,drugstopping_efav,2,UNK7,UNK,50,t_innoc_d,1,frac_live,0.754679952,0.734909678,,,,,,
rest,drugstopping_efav,2,UNK7,UNK,50,t_innoc_d,2,frac_live,0.740855916,0.721020761,,,,,,
rest,drugstopping_efav,2,UNK7,UNK,50,t_innoc_d,3,frac_live,0.687800853,0.717853042,,,,,,
rest,drugstopping_efav,2,UNK7,UNK,50,t_innoc_d,4,frac_live,0.751991583,0.713552068,,,,,,
rest,drugstopping_efav,2,UNK7,UNK,50,t_innoc_d,5,frac_live,0.733294256,0.742433234,,,,,,
rest,drugstopping_efav,2,UNK7,UNK,50,t_innoc_d,6,frac_live,0.726085063,0.710735586,,,,,,
rest,drugstopping_efav,2,UNK7,UNK,50,t_innoc_d,0,frac_inf,0,0,,,,,,
rest,drugstopping_efav,2,UNK7,UNK,50,t_innoc_d,1,frac_inf,0,0,,,,,,
rest,drugstopping_efav,2,UNK7,UNK,50,t_innoc_d,2,frac_inf,0.002813564,0.00432526,,,,,,
rest,drugstopping_efav,2,UNK7,UNK,50,t_innoc_d,3,frac_inf,0.007289231,0.006888634,,,,,,
rest,drugstopping_efav,2,UNK7,UNK,50,t_innoc_d,4,frac_inf,0.007064482,0.005135521,,,,,,
rest,drugstopping_efav,2,UNK7,UNK,50,t_innoc_d,5,frac_inf,0.00630129,0.007418398,,,,,,
rest,drugstopping_efav,2,UNK7,UNK,50,t_innoc_d,6,frac_inf,0.00551604,0.004686169,,,,,,
rest,drugstopping_efav,2,UNK7,UNK,50,t_innoc_d,0,dead_frac_of_inf,,,,,,,,
rest,drugstopping_efav,2,UNK7,UNK,50,t_innoc_d,1,dead_frac_of_inf,,,,,,,,
rest,drugstopping_efav,2,UNK7,UNK,50,t_innoc_d,2,dead_frac_of_inf,0.368421053,0.433333333,,,,,,
rest,drugstopping_efav,2,UNK7,UNK,50,t_innoc_d,3,dead_frac_of_inf,0.603773585,0.375,,,,,,
rest,drugstopping_efav,2,UNK7,UNK,50,t_innoc_d,4,dead_frac_of_inf,0.468085106,0.444444444,,,,,,
rest,drugstopping_efav,2,UNK7,UNK,50,t_innoc_d,5,dead_frac_of_inf,0.325581395,0.44,,,,,,
rest,drugstopping_efav,2,UNK7,UNK,50,t_innoc_d,6,dead_frac_of_inf,0.447368421,0.636363636,,,,,,
rest,drugstopping_efav,3,UNK8,UNK,50,t_innoc_d,0,frac_live,0.482443886,0.508902367,,,,,,
rest,drugstopping_efav,3,UNK8,UNK,50,t_innoc_d,1,frac_live,0.49224732,0.51749503,,,,,,
rest,drugstopping_efav,3,UNK8,UNK,50,t_innoc_d,2,frac_live,0.475421797,0.509389441,,,,,,
rest,drugstopping_efav,3,UNK8,UNK,50,t_innoc_d,3,frac_live,0.446465696,0.459358289,,,,,,
rest,drugstopping_efav,3,UNK8,UNK,50,t_innoc_d,4,frac_live,0.437167244,0.422648974,,,,,,
rest,drugstopping_efav,3,UNK8,UNK,50,t_innoc_d,5,frac_live,0.502085152,0.483273821,,,,,,
rest,drugstopping_efav,3,UNK8,UNK,50,t_innoc_d,6,frac_live,0.46158662,0.451644101,,,,,,
rest,drugstopping_efav,3,UNK8,UNK,50,t_innoc_d,0,frac_inf,0,0,,,,,,
rest,drugstopping_efav,3,UNK8,UNK,50,t_innoc_d,1,frac_inf,0.000191424,0.000497018,,,,,,
rest,drugstopping_efav,3,UNK8,UNK,50,t_innoc_d,2,frac_inf,0.009393525,0.010520106,,,,,,
rest,drugstopping_efav,3,UNK8,UNK,50,t_innoc_d,3,frac_inf,0.017325017,0.01657754,,,,,,
rest,drugstopping_efav,3,UNK8,UNK,50,t_innoc_d,4,frac_inf,0.017408941,0.020934641,,,,,,
rest,drugstopping_efav,3,UNK8,UNK,50,t_innoc_d,5,frac_inf,0.016972166,0.019169329,,,,,,
rest,drugstopping_efav,3,UNK8,UNK,50,t_innoc_d,6,frac_inf,0.016814238,0.019606119,,,,,,
rest,drugstopping_efav,3,UNK8,UNK,50,t_innoc_d,0,dead_frac_of_inf,,,,,,,,
rest,drugstopping_efav,3,UNK8,UNK,50,t_innoc_d,1,dead_frac_of_inf,1,0.8,,,,,,
rest,drugstopping_efav,3,UNK8,UNK,50,t_innoc_d,2,dead_frac_of_inf,0.776699029,0.76635514,,,,,,
rest,drugstopping_efav,3,UNK8,UNK,50,t_innoc_d,3,dead_frac_of_inf,0.805,0.741935484,,,,,,
rest,drugstopping_efav,3,UNK8,UNK,50,t_innoc_d,4,dead_frac_of_inf,0.67961165,0.74015748,,,,,,
rest,drugstopping_efav,3,UNK8,UNK,50,t_innoc_d,5,dead_frac_of_inf,0.765714286,0.759803922,,,,,,
rest,drugstopping_efav,3,UNK8,UNK,50,t_innoc_d,6,dead_frac_of_inf,0.813829787,0.704035874,,,,,,
rest,drugstopping_ralt,1,UNK9,UNK,50,t_innoc_d,0,frac_live,0.353574129,0.444604317,,,,,,
rest,drugstopping_ralt,1,UNK9,UNK,50,t_innoc_d,1,frac_live,0.421205919,0.388424951,,,,,,
rest,drugstopping_ralt,1,UNK9,UNK,50,t_innoc_d,2,frac_live,0.462324588,0.478223938,,,,,,
rest,drugstopping_ralt,1,UNK9,UNK,50,t_innoc_d,3,frac_live,0.434146657,0.411844895,,,,,,
rest,drugstopping_ralt,1,UNK9,UNK,50,t_innoc_d,4,frac_live,0.426537502,0.466552048,,,,,,
rest,drugstopping_ralt,1,UNK9,UNK,50,t_innoc_d,5,frac_live,0.405606214,0.481828553,,,,,,
rest,drugstopping_ralt,1,UNK9,UNK,50,t_innoc_d,6,frac_live,0.491089274,0.409015943,,,,,,
rest,drugstopping_ralt,1,UNK9,UNK,50,t_innoc_d,0,frac_inf,0.000116326,0,,,,,,
rest,drugstopping_ralt,1,UNK9,UNK,50,t_innoc_d,1,frac_inf,0,7.26E-05,,,,,,
rest,drugstopping_ralt,1,UNK9,UNK,50,t_innoc_d,2,frac_inf,0.006406345,0.008108108,,,,,,
rest,drugstopping_ralt,1,UNK9,UNK,50,t_innoc_d,3,frac_inf,0.025435247,0.032111481,,,,,,
rest,drugstopping_ralt,1,UNK9,UNK,50,t_innoc_d,4,frac_inf,0.034199325,0.032900907,,,,,,
rest,drugstopping_ralt,1,UNK9,UNK,50,t_innoc_d,5,frac_inf,0.05376562,0.035609518,,,,,,
rest,drugstopping_ralt,1,UNK9,UNK,50,t_innoc_d,6,frac_inf,0.036309127,0.037383178,,,,,,
rest,drugstopping_ralt,1,UNK9,UNK,50,t_innoc_d,0,dead_frac_of_inf,0.5,,,,,,,
rest,drugstopping_ralt,1,UNK9,UNK,50,t_innoc_d,1,dead_frac_of_inf,,1,,,,,,
rest,drugstopping_ralt,1,UNK9,UNK,50,t_innoc_d,2,dead_frac_of_inf,0.75,0.752380952,,,,,,
rest,drugstopping_ralt,1,UNK9,UNK,50,t_innoc_d,3,dead_frac_of_inf,0.592875318,0.627358491,,,,,,
rest,drugstopping_ralt,1,UNK9,UNK,50,t_innoc_d,4,dead_frac_of_inf,0.536480687,0.486935867,,,,,,
rest,drugstopping_ralt,1,UNK9,UNK,50,t_innoc_d,5,dead_frac_of_inf,0.608040201,0.533180778,,,,,,
rest,drugstopping_ralt,1,UNK9,UNK,50,t_innoc_d,6,dead_frac_of_inf,0.513761468,0.514705882,,,,,,
rest,drugstopping_ralt,2,UNK10,UNK,50,t_innoc_d,0,frac_live,0.772972186,0.783590963,,,,,,
rest,drugstopping_ralt,2,UNK10,UNK,50,t_innoc_d,1,frac_live,0.792014303,0.802192712,,,,,,
rest,drugstopping_ralt,2,UNK10,UNK,50,t_innoc_d,2,frac_live,0.777107547,0.775558515,,,,,,
rest,drugstopping_ralt,2,UNK10,UNK,50,t_innoc_d,3,frac_live,0.76726962,0.763453074,,,,,,
rest,drugstopping_ralt,2,UNK10,UNK,50,t_innoc_d,4,frac_live,0.778036703,0.748715099,,,,,,
rest,drugstopping_ralt,2,UNK10,UNK,50,t_innoc_d,5,frac_live,0.77414627,0.770398482,,,,,,
rest,drugstopping_ralt,2,UNK10,UNK,50,t_innoc_d,6,frac_live,0.779255319,0.74259618,,,,,,
rest,drugstopping_ralt,2,UNK10,UNK,50,t_innoc_d,0,frac_inf,0,0,,,,,,
rest,drugstopping_ralt,2,UNK10,UNK,50,t_innoc_d,1,frac_inf,0,0,,,,,,
rest,drugstopping_ralt,2,UNK10,UNK,50,t_innoc_d,2,frac_inf,0.002206856,0.002367214,,,,,,
rest,drugstopping_ralt,2,UNK10,UNK,50,t_innoc_d,3,frac_inf,0.004985045,0.003265654,,,,,,
rest,drugstopping_ralt,2,UNK10,UNK,50,t_innoc_d,4,frac_inf,0.005388873,0.005834144,,,,,,
rest,drugstopping_ralt,2,UNK10,UNK,50,t_innoc_d,5,frac_inf,0.007767844,0.008173989,,,,,,
rest,drugstopping_ralt,2,UNK10,UNK,50,t_innoc_d,6,frac_inf,0.00679669,0.005535566,,,,,,
rest,drugstopping_ralt,2,UNK10,UNK,50,t_innoc_d,0,dead_frac_of_inf,,,,,,,,
rest,drugstopping_ralt,2,UNK10,UNK,50,t_innoc_d,1,dead_frac_of_inf,,,,,,,,
rest,drugstopping_ralt,2,UNK10,UNK,50,t_innoc_d,2,dead_frac_of_inf,0.733333333,0.4375,,,,,,
rest,drugstopping_ralt,2,UNK10,UNK,50,t_innoc_d,3,dead_frac_of_inf,0.285714286,0.434782609,,,,,,
rest,drugstopping_ralt,2,UNK10,UNK,50,t_innoc_d,4,dead_frac_of_inf,0.324324324,0.380952381,,,,,,
rest,drugstopping_ralt,2,UNK10,UNK,50,t_innoc_d,5,dead_frac_of_inf,0.264150943,0.375,,,,,,
rest,drugstopping_ralt,2,UNK10,UNK,50,t_innoc_d,6,dead_frac_of_inf,0.304347826,0.4,,,,,,
